read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
cang,['254'],䅮 䢢𮠞䲝仓伧𰃷刅创呛嵢怆戗抢枪沧炝牄𪺷玱疮篬舱苍螥謒𬥳跄𬬰鸧𠑐𠥐𣯙𤚬𤾙𥎄𥏲𥻲𦃹𬁸𧽜𨜾𨶆𩀞𩝞𩮩𪙎𪤇𪦔𪰻𫀞𬔎𬚤𬡧𰧕𱏗𱝷𱭟𲉝𲊶,"[{'254': {'same': ['仓', '舱', '苍', '沧', '䅮', '䢢', '伧', '𰃷', '嵢', '𪺷', '螥', '鸧', '𠥐', '𤚬', '𩀞', '𩝞'], 'different': ['枪', '抢', '创', '呛', '疮', '跄', '怆', '戗', '𮠞', '䲝', '刅', '炝', '牄', '玱', '篬', '謒', '𬥳', '𬬰', '𠑐', '𣯙', '𤾙', '𥎄', '𥏲', '𥻲', '𦃹', '𬁸', '𧽜', '𨜾', '𨶆', '𩮩', '𪙎', '𪤇', '𪦔', '𪰻', '𫀞', '𬔎', '𬚤', '𬡧', '𰧕', '𱏗', '𱝷', '𱭟', '𲉝', '𲊶']}}]",254,仓 舱 苍 沧 䅮 䢢 伧 𰃷 嵢 𪺷 螥 鸧 𠥐 𤚬 𩀞 𩝞,枪 抢 创 呛 疮 跄 怆 戗 𮠞 䲝 刅 炝 牄 玱 篬 謒 𬥳 𬬰 𠑐 𣯙 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨜾 𨶆 𩮩 𪙎 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,16,44,0.26666666666666666,254,仓 舱 苍 沧 䅮 䢢 伧 𰃷 嵢 𪺷 螥 鸧 𠥐 𤚬 𩀞 𩝞,枪 抢 创 呛 疮 跄 怆 戗 𮠞 䲝 刅 炝 牄 玱 篬 謒 𬥳 𬬰 𠑐 𣯙 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨜾 𨶆 𩮩 𪙎 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,16,44,0.26666666666666666
cao,['231'],䜊 嘈曹槽漕糟螬蹧遭𫚧𡮦,"[{'231': {'same': ['槽', '曹', '嘈', '漕', '螬', '𡮦'], 'different': ['糟', '遭', '䜊', '蹧', '𫚧']}}]",231,槽 曹 嘈 漕 螬 𡮦,糟 遭 䜊 蹧 𫚧,6,5,0.5454545454545454,231,槽 曹 嘈 漕 螬 𡮦,糟 遭 䜊 蹧 𫚧,6,5,0.5454545454545454
ce,['57'],䈟 䶡侧则厕𰎖恻测荝铡鲗𰇘𡬂𫼤𥠉,"[{'57': {'same': ['测', '侧', '厕', '恻', '䈟', '荝', '𥠉'], 'different': ['则', '铡', '䶡', '𰎖', '鲗', '𰇘', '𡬂', '𫼤']}}]",57,测 侧 厕 恻 䈟 荝 𥠉,则 铡 䶡 𰎖 鲗 𰇘 𡬂 𫼤,7,8,0.4666666666666667,57,测 侧 厕 恻 䈟 荝 𥠉,则 铡 䶡 𰎖 鲗 𰇘 𡬂 𫼤,7,8,0.4666666666666667
cen,['23'],𡞋 㟥𫶅㡎𬌷㽩䅟𫎺𬱬𫢺剼参叅𰇼𫮅惨掺椮毵毶渗犙瘆碜𥮾糁𰬪蔘𰴂𬢳贂遪𮠳𬭝骖𩭹鯵鲹黪𠔭𰄁𠫭𠬊𢕕𢿈𣪶𰞷𤗲𤨵𥊀𦌀𦲞𧑁𧗋𨝐𨨕𫕨𩈼𩌰𩞀𩫦𩴑𪅩𫃰𫤯𬛓𬤄𬥞𬯊𬳯𮜒𰄶𰸙𰿕𱐠𱝦𱝳𱭞𱯆𱻣,"[{'23': {'same': ['㟥'], 'different': ['参', '惨', '掺', '渗', '瘆', '碜', '叅', '糁', '鲹', '𡞋', '𫶅', '㡎', '𬌷', '㽩', '䅟', '𫎺', '𬱬', '𫢺', '剼', '𰇼', '𫮅', '椮', '毵', '毶', '犙', '𥮾', '𰬪', '蔘', '𰴂', '𬢳', '贂', '遪', '𮠳', '𬭝', '骖', '𩭹', '鯵', '黪', '𠔭', '𰄁', '𠫭', '𠬊', '𢕕', '𢿈', '𣪶', '𰞷', '𤗲', '𤨵', '𥊀', '𦌀', '𦲞', '𧑁', '𧗋', '𨝐', '𨨕', '𫕨', '𩈼', '𩌰', '𩞀', '𩫦', '𩴑', '𪅩', '𫃰', '𫤯', '𬛓', '𬤄', '𬥞', '𬯊', '𬳯', '𮜒', '𰄶', '𰸙', '𰿕', '𱐠', '𱝦', '𱝳', '𱭞', '𱯆', '𱻣']}}]",23,㟥,参 惨 掺 渗 瘆 碜 叅 糁 鲹 𡞋 𫶅 㡎 𬌷 㽩 䅟 𫎺 𬱬 𫢺 剼 𰇼 𫮅 椮 毵 毶 犙 𥮾 𰬪 蔘 𰴂 𬢳 贂 遪 𮠳 𬭝 骖 𩭹 鯵 黪 𠔭 𰄁 𠫭 𠬊 𢕕 𢿈 𣪶 𰞷 𤗲 𤨵 𥊀 𦌀 𦲞 𧑁 𧗋 𨝐 𨨕 𫕨 𩈼 𩌰 𩞀 𩫦 𩴑 𪅩 𫃰 𫤯 𬛓 𬤄 𬥞 𬯊 𬳯 𮜒 𰄶 𰸙 𰿕 𱐠 𱝦 𱝳 𱭞 𱯆 𱻣,1,79,0.0125,23,㟥,参 惨 掺 渗 瘆 碜 叅 糁 鲹 𡞋 𫶅 㡎 𬌷 㽩 䅟 𫎺 𬱬 𫢺 剼 𰇼 𫮅 椮 毵 毶 犙 𥮾 𰬪 蔘 𰴂 𬢳 贂 遪 𮠳 𬭝 骖 𩭹 鯵 黪 𠔭 𰄁 𠫭 𠬊 𢕕 𢿈 𣪶 𰞷 𤗲 𤨵 𥊀 𦌀 𦲞 𧑁 𧗋 𨝐 𨨕 𫕨 𩈼 𩌰 𩞀 𩫦 𩴑 𪅩 𫃰 𫤯 𬛓 𬤄 𬥞 𬯊 𬳯 𮜒 𰄶 𰸙 𰿕 𱐠 𱝦 𱝳 𱭞 𱯆 𱻣,1,79,0.0125
ceng,['68'],㣒 䒏僧噌增层嶒憎曾橧甑矰缯罾赠蹭鄫,"[{'68': {'same': ['曾', '层', '蹭', '噌', '㣒', '嶒'], 'different': ['增', '赠', '憎', '僧', '甑', '缯', '䒏', '橧', '矰', '罾', '鄫']}}]",68,曾 层 蹭 噌 㣒 嶒,增 赠 憎 僧 甑 缯 䒏 橧 矰 罾 鄫,6,11,0.35294117647058826,68,曾 层 蹭 噌 㣒 嶒,增 赠 憎 僧 甑 缯 䒏 橧 矰 罾 鄫,6,11,0.35294117647058826
cha,['41'],㞚 㢎㮑㴙䅤䙄䮢偛喢插揷敮歃臿锸𠝞𢔣𢩖𢻗𣖄𥀈𥈊𥪵𥯥𦂉𦝥𦥛𦦕𦦘𦦱𧶵𨂵𩃹𪘾,"[{'41': {'same': ['插', '㮑', '偛', '揷', '臿', '锸', '𠝞', '𢔣', '𦝥', '𦦘', '𦦱', '𧶵', '𪘾'], 'different': ['歃', '㞚', '㢎', '㴙', '䅤', '䙄', '䮢', '喢', '敮', '𢩖', '𢻗', '𣖄', '𥀈', '𥈊', '𥪵', '𥯥', '𦂉', '𦥛', '𦦕', '𨂵', '𩃹']}}]",41,插 㮑 偛 揷 臿 锸 𠝞 𢔣 𦝥 𦦘 𦦱 𧶵 𪘾,歃 㞚 㢎 㴙 䅤 䙄 䮢 喢 敮 𢩖 𢻗 𣖄 𥀈 𥈊 𥪵 𥯥 𦂉 𦥛 𦦕 𨂵 𩃹,13,21,0.38235294117647056,41,插 㮑 偛 揷 臿 锸 𠝞 𢔣 𦝥 𦦘 𦦱 𧶵 𪘾,歃 㞚 㢎 㴙 䅤 䙄 䮢 喢 敮 𢩖 𢻗 𣖄 𥀈 𥈊 𥪵 𥯥 𦂉 𦥛 𦦕 𨂵 𩃹,13,21,0.38235294117647056
chai,['12'],㞉 㷢㿷䁟䐤䑘䡨䰈䴾傞嗟嵯嵳差搓槎溠瑳瘥磋𬘷艖蒫褨蹉醝𫟿髊鹾𬺎𣍏𣩈,"[{'12': {'same': ['䐤', '瘥'], 'different': ['差', '搓', '磋', '鹾', '嗟', '蹉', '㞉', '㷢', '㿷', '䁟', '䑘', '䡨', '䰈', '䴾', '傞', '嵯', '嵳', '槎', '溠', '瑳', '𬘷', '艖', '蒫', '褨', '醝', '𫟿', '髊', '𬺎', '𣍏', '𣩈']}}]",12,䐤 瘥,差 搓 磋 鹾 嗟 蹉 㞉 㷢 㿷 䁟 䑘 䡨 䰈 䴾 傞 嵯 嵳 槎 溠 瑳 𬘷 艖 蒫 褨 醝 𫟿 髊 𬺎 𣍏 𣩈,2,30,0.0625,12,䐤 瘥,差 搓 磋 鹾 嗟 蹉 㞉 㷢 㿷 䁟 䑘 䡨 䰈 䴾 傞 嵯 嵳 槎 溠 瑳 𬘷 艖 蒫 褨 醝 𫟿 髊 𬺎 𣍏 𣩈,2,30,0.0625
chan,['24'],㜶 㸥㺥䂁䧯䪌儳劖嚵巉才搀欃𫥎瀺艬谗酁镵馋𠋂𠣄𡅛𰊅𡮿𡺎𢖞𢥋𢩢𣤱𤒰𤜇𤮭𦂯𦧻𧕃𧥓𨇩𨳂𩖌𩝎𩰃𩺒𩽝𪓄𪗂𪚃𪶳𫙭𰧫𰸤𰾠𲁰,"[{'24': {'same': ['搀', '馋', '谗', '㸥', '㺥', '䂁', '䧯', '儳', '劖', '嚵', '巉', '欃', '瀺', '艬', '酁', '镵', '𠣄', '𡮿', '𢥋', '𣤱', '𤮭', '𧕃', '𧥓', '𨳂', '𩖌', '𩽝', '𪓄', '𪗂', '𪚃'], 'different': ['才', '㜶', '䪌', '𫥎', '𠋂', '𡅛', '𰊅', '𡺎', '𢖞', '𢩢', '𤒰', '𤜇', '𦂯', '𦧻', '𨇩', '𩝎', '𩰃', '𩺒', '𪶳', '𫙭', '𰧫', '𰸤', '𰾠', '𲁰']}}]",24,搀 馋 谗 㸥 㺥 䂁 䧯 儳 劖 嚵 巉 欃 瀺 艬 酁 镵 𠣄 𡮿 𢥋 𣤱 𤮭 𧕃 𧥓 𨳂 𩖌 𩽝 𪓄 𪗂 𪚃,才 㜶 䪌 𫥎 𠋂 𡅛 𰊅 𡺎 𢖞 𢩢 𤒰 𤜇 𦂯 𦧻 𨇩 𩝎 𩰃 𩺒 𪶳 𫙭 𰧫 𰸤 𰾠 𲁰,29,24,0.5471698113207547,24,搀 馋 谗 㸥 㺥 䂁 䧯 儳 劖 嚵 巉 欃 瀺 艬 酁 镵 𠣄 𡮿 𢥋 𣤱 𤮭 𧕃 𧥓 𨳂 𩖌 𩽝 𪓄 𪗂 𪚃,才 㜶 䪌 𫥎 𠋂 𡅛 𰊅 𡺎 𢖞 𢩢 𤒰 𤜇 𦂯 𦧻 𨇩 𩝎 𩰃 𩺒 𪶳 𫙭 𰧫 𰸤 𰾠 𲁰,29,24,0.5471698113207547
chang,['119'],㫀 䅛䗉䞎䮖倡唱娼昌晿椙淐焻猖琩菖裮誯锠阊鲳𪂇𬸶,"[{'119': {'same': ['唱', '昌', '娼', '倡', '猖', '鲳', '䅛', '䗉', '䮖', '晿', '椙', '淐', '焻', '琩', '菖', '裮', '誯', '锠', '阊', '𪂇', '𬸶'], 'different': ['㫀', '䞎']}}]",119,唱 昌 娼 倡 猖 鲳 䅛 䗉 䮖 晿 椙 淐 焻 琩 菖 裮 誯 锠 阊 𪂇 𬸶,㫀 䞎,21,2,0.9130434782608695,119,唱 昌 娼 倡 猖 鲳 䅛 䗉 䮖 晿 椙 淐 焻 琩 菖 裮 誯 锠 阊 𪂇 𬸶,㫀 䞎,21,2,0.9130434782608695
chao,['51'],㑿 㺐剿勦巢摷樔漅璅缫罺𬨓鄛𬭲隟𠞰𠻥𡻝𢀌𣝞𣩓𤍒𤑗𥲀𦟳𦸛𧈈𨄓𨢪𩫥𪍨,"[{'51': {'same': ['巢', '勦', '樔', '漅', '罺', '𬨓', '鄛', '𡻝', '𥲀', '𦸛', '𨄓', '𨢪'], 'different': ['剿', '㑿', '㺐', '摷', '璅', '缫', '𬭲', '隟', '𠞰', '𠻥', '𢀌', '𣝞', '𣩓', '𤍒', '𤑗', '𦟳', '𧈈', '𩫥', '𪍨']}}]",51,巢 勦 樔 漅 罺 𬨓 鄛 𡻝 𥲀 𦸛 𨄓 𨢪,剿 㑿 㺐 摷 璅 缫 𬭲 隟 𠞰 𠻥 𢀌 𣝞 𣩓 𤍒 𤑗 𦟳 𧈈 𩫥 𪍨,12,19,0.3870967741935484,51,巢 勦 樔 漅 罺 𬨓 鄛 𡻝 𥲀 𦸛 𨄓 𨢪,剿 㑿 㺐 摷 璅 缫 𬭲 隟 𠞰 𠻥 𢀌 𣝞 𣩓 𤍒 𤑗 𦟳 𧈈 𩫥 𪍨,12,19,0.3870967741935484
che,['96'],厍 𪠳砗𰲬车𪨶,"[{'96': {'same': ['车', '𪠳', '砗', '𰲬'], 'different': ['厍', '𪨶']}}]",96,车 𪠳 砗 𰲬,厍 𪨶,4,2,0.6666666666666666,96,车 𪠳 砗 𰲬,厍 𪨶,4,2,0.6666666666666666
chen,['1129'],㖘 㰮㲀䀼䟴䢅䣅䫃侲唇娠宸屒帪振敐晨桭浱祳脣脤莀蜃裖赈辰辴𫓵陙震麎𢛚𢦿𰬙𨌑𪁧𪘝,"[{'1129': {'same': ['晨', '辰', '䀼', '䢅', '䣅', '宸', '敐', '莀', '麎', '𰬙'], 'different': ['震', '唇', '振', '娠', '蜃', '赈', '㖘', '㰮', '㲀', '䟴', '䫃', '侲', '屒', '帪', '桭', '浱', '祳', '脣', '脤', '裖', '辴', '𫓵', '陙', '𢛚', '𢦿', '𨌑', '𪁧', '𪘝']}}]",1129,晨 辰 䀼 䢅 䣅 宸 敐 莀 麎 𰬙,震 唇 振 娠 蜃 赈 㖘 㰮 㲀 䟴 䫃 侲 屒 帪 桭 浱 祳 脣 脤 裖 辴 𫓵 陙 𢛚 𢦿 𨌑 𪁧 𪘝,10,28,0.2631578947368421,1129,晨 辰 䀼 䢅 䣅 宸 敐 莀 麎 𰬙,震 唇 振 娠 蜃 赈 㖘 㰮 㲀 䟴 䫃 侲 屒 帪 桭 浱 祳 脣 脤 裖 辴 𫓵 陙 𢛚 𢦿 𨌑 𪁧 𪘝,10,28,0.2631578947368421
cheng,['204'],䄇 䇸侱呈圣埕徎悜戜挰桯浧珵睈程脭裎逞郢酲锃鞓𠩥𡝚𤶲𧹓𨁎,"[{'204': {'same': ['程', '呈', '逞', '裎', '䄇', '䇸', '侱', '埕', '徎', '悜', '挰', '珵', '睈', '脭', '酲', '𡝚', '𧹓', '𨁎'], 'different': ['圣', '锃', '戜', '桯', '浧', '郢', '鞓', '𠩥', '𤶲']}}]",204,程 呈 逞 裎 䄇 䇸 侱 埕 徎 悜 挰 珵 睈 脭 酲 𡝚 𧹓 𨁎,圣 锃 戜 桯 浧 郢 鞓 𠩥 𤶲,18,9,0.6666666666666666,204,程 呈 逞 裎 䄇 䇸 侱 埕 徎 悜 挰 珵 睈 脭 酲 𡝚 𧹓 𨁎,圣 锃 戜 桯 浧 郢 鞓 𠩥 𤶲,18,9,0.6666666666666666
chi,['786'],㷰 䄜䅻䍠䬜摛樆漓璃瞝离篱缡蓠螭褵謧醨魑麶黐𠌯𠻗𡼁𢟢𣉽𣯤𤗫𤡢𥕮𥻿𦔓𧴁𨝏𩥬𪅆𪒔𪖂𪤋𪱩𫬎𮜐𮧩𮫧𮱓𰖩𰽅𱜴𲄼,"[{'786': {'same': ['㷰', '摛', '瞝', '螭', '魑', '麶', '黐', '𡼁', '𤡢', '𧴁'], 'different': ['离', '璃', '篱', '漓', '缡', '䄜', '䅻', '䍠', '䬜', '樆', '蓠', '褵', '謧', '醨', '𠌯', '𠻗', '𢟢', '𣉽', '𣯤', '𤗫', '𥕮', '𥻿', '𦔓', '𨝏', '𩥬', '𪅆', '𪒔', '𪖂', '𪤋', '𪱩', '𫬎', '𮜐', '𮧩', '𮫧', '𮱓', '𰖩', '𰽅', '𱜴', '𲄼']}}]",786,㷰 摛 瞝 螭 魑 麶 黐 𡼁 𤡢 𧴁,离 璃 篱 漓 缡 䄜 䅻 䍠 䬜 樆 蓠 褵 謧 醨 𠌯 𠻗 𢟢 𣉽 𣯤 𤗫 𥕮 𥻿 𦔓 𨝏 𩥬 𪅆 𪒔 𪖂 𪤋 𪱩 𫬎 𮜐 𮧩 𮫧 𮱓 𰖩 𰽅 𱜴 𲄼,10,39,0.20408163265306123,786,㷰 摛 瞝 螭 魑 麶 黐 𡼁 𤡢 𧴁,离 璃 篱 漓 缡 䄜 䅻 䍠 䬜 樆 蓠 褵 謧 醨 𠌯 𠻗 𢟢 𣉽 𣯤 𤗫 𥕮 𥻿 𦔓 𨝏 𩥬 𪅆 𪒔 𪖂 𪤋 𪱩 𫬎 𮜐 𮧩 𮫧 𮱓 𰖩 𰽅 𱜴 𲄼,10,39,0.20408163265306123
chong,['325'],㤝 㧤㳘䘪充珫统茺铳𣑁𥅻𥬱𩒘𪎽,"[{'325': {'same': ['充', '铳', '㤝', '㧤', '㳘', '䘪', '珫', '茺', '𣑁', '𥅻', '𥬱', '𩒘', '𪎽'], 'different': ['统']}}]",325,充 铳 㤝 㧤 㳘 䘪 珫 茺 𣑁 𥅻 𥬱 𩒘 𪎽,统,13,1,0.9285714285714286,325,充 铳 㤝 㧤 㳘 䘪 珫 茺 𣑁 𥅻 𥬱 𩒘 𪎽,统,13,1,0.9285714285714286
chou,['1149'],㤽 𪫷㹗㿒𤽯𥺅䌧䓓𩙧䮻𩾂俦嚋𭎜寿夀𫝩𫝵帱𢭏梼涛焘𬊍𰡽畴祷筹𰭣诪踌𮜶醻铸陦𱆛𠠐𣀓𫾳𣋬𣝷𣤫𣫐𪺣𥌆𪿞𦏟𦡴𦦰𧈙𫜷𩕯𩟕𩯦𬸍𮎍𫋤𬢪𬰯𭷈𮖻,"[{'1149': {'same': ['筹', '畴', '踌', '㤽', '𪫷', '𤽯', '䌧', '䓓', '𩾂', '俦', '嚋', '𫝩', '帱', '𬊍', '醻', '𱆛', '𣀓', '𣫐', '𦡴', '𬸍'], 'different': ['祷', '寿', '铸', '涛', '㹗', '㿒', '𥺅', '𩙧', '䮻', '𭎜', '夀', '𫝵', '𢭏', '梼', '焘', '𰡽', '𰭣', '诪', '𮜶', '陦', '𠠐', '𫾳', '𣋬', '𣝷', '𣤫', '𪺣', '𥌆', '𪿞', '𦏟', '𦦰', '𧈙', '𫜷', '𩕯', '𩟕', '𩯦', '𮎍', '𫋤', '𬢪', '𬰯', '𭷈', '𮖻']}}]",1149,筹 畴 踌 㤽 𪫷 𤽯 䌧 䓓 𩾂 俦 嚋 𫝩 帱 𬊍 醻 𱆛 𣀓 𣫐 𦡴 𬸍,祷 寿 铸 涛 㹗 㿒 𥺅 𩙧 䮻 𭎜 夀 𫝵 𢭏 梼 焘 𰡽 𰭣 诪 𮜶 陦 𠠐 𫾳 𣋬 𣝷 𣤫 𪺣 𥌆 𪿞 𦏟 𦦰 𧈙 𫜷 𩕯 𩟕 𩯦 𮎍 𫋤 𬢪 𬰯 𭷈 𮖻,20,41,0.32786885245901637,1149,筹 畴 踌 㤽 𪫷 𤽯 䌧 䓓 𩾂 俦 嚋 𫝩 帱 𬊍 醻 𱆛 𣀓 𣫐 𦡴 𬸍,祷 寿 铸 涛 㹗 㿒 𥺅 𩙧 䮻 𭎜 夀 𫝵 𢭏 梼 焘 𰡽 𰭣 诪 𮜶 陦 𠠐 𫾳 𣋬 𣝷 𣤫 𪺣 𥌆 𪿞 𦏟 𦦰 𧈙 𫜷 𩕯 𩟕 𩯦 𮎍 𫋤 𬢪 𬰯 𭷈 𮖻,20,41,0.32786885245901637
chu,['308'],㜅 傗慉搐滀畜稸蓄鄐𨃕𨕢,"[{'308': {'same': ['畜', '搐', '傗', '滀', '鄐', '𨃕', '𨕢'], 'different': ['蓄', '慉', '㜅', '稸']}}]",308,畜 搐 傗 滀 鄐 𨃕 𨕢,蓄 慉 㜅 稸,7,4,0.6363636363636364,308,畜 搐 傗 滀 鄐 𨃕 𨕢,蓄 慉 㜅 稸,7,4,0.6363636363636364
chuai,['1383'],㙐 㟨㪜㼷䳪䵎偳剬喘圌媏惴揣椯歂湍煓猯瑞端篅耑腨褍𫍱貒踹𰺒遄𰾜颛𥠄𬥼𧼴𩠊𩤚,"[{'1383': {'same': ['踹', '揣', '㪜'], 'different': ['瑞', '端', '喘', '湍', '惴', '㙐', '㟨', '㼷', '䳪', '䵎', '偳', '剬', '圌', '媏', '椯', '歂', '煓', '猯', '篅', '耑', '腨', '褍', '𫍱', '貒', '𰺒', '遄', '𰾜', '颛', '𥠄', '𬥼', '𧼴', '𩠊', '𩤚']}}]",1383,踹 揣 㪜,瑞 端 喘 湍 惴 㙐 㟨 㼷 䳪 䵎 偳 剬 圌 媏 椯 歂 煓 猯 篅 耑 腨 褍 𫍱 貒 𰺒 遄 𰾜 颛 𥠄 𬥼 𧼴 𩠊 𩤚,3,33,0.08333333333333333,1383,踹 揣 㪜,瑞 端 喘 湍 惴 㙐 㟨 㼷 䳪 䵎 偳 剬 圌 媏 椯 歂 煓 猯 篅 耑 腨 褍 𫍱 貒 𰺒 遄 𰾜 颛 𥠄 𬥼 𧼴 𩠊 𩤚,3,33,0.08333333333333333
chuan,['1383'],㙐 㟨㪜㼷䳪䵎偳剬喘圌媏惴揣椯歂湍煓猯瑞端篅耑腨褍𫍱貒踹𰺒遄𰾜颛𥠄𬥼𧼴𩠊𩤚,"[{'1383': {'same': ['喘', '㼷', '歂', '篅', '𰺒', '遄'], 'different': ['瑞', '端', '踹', '揣', '湍', '惴', '㙐', '㟨', '㪜', '䳪', '䵎', '偳', '剬', '圌', '媏', '椯', '煓', '猯', '耑', '腨', '褍', '𫍱', '貒', '𰾜', '颛', '𥠄', '𬥼', '𧼴', '𩠊', '𩤚']}}]",1383,喘 㼷 歂 篅 𰺒 遄,瑞 端 踹 揣 湍 惴 㙐 㟨 㪜 䳪 䵎 偳 剬 圌 媏 椯 煓 猯 耑 腨 褍 𫍱 貒 𰾜 颛 𥠄 𬥼 𧼴 𩠊 𩤚,6,30,0.16666666666666666,1383,喘 㼷 歂 篅 𰺒 遄,瑞 端 踹 揣 湍 惴 㙐 㟨 㪜 䳪 䵎 偳 剬 圌 媏 椯 煓 猯 耑 腨 褍 𫍱 貒 𰾜 颛 𥠄 𬥼 𧼴 𩠊 𩤚,6,30,0.16666666666666666
chuang,['254'],䅮 䢢𮠞䲝仓伧𰃷刅创呛嵢怆戗抢枪沧炝牄𪺷玱疮篬舱苍螥謒𬥳跄𬬰鸧𠑐𠥐𣯙𤚬𤾙𥎄𥏲𥻲𦃹𬁸𧽜𨜾𨶆𩀞𩝞𩮩𪙎𪤇𪦔𪰻𫀞𬔎𬚤𬡧𰧕𱏗𱝷𱭟𲉝𲊶,"[{'254': {'same': ['创', '疮', '怆', '刅', '𬥳', '𨜾'], 'different': ['枪', '抢', '仓', '舱', '苍', '呛', '沧', '跄', '戗', '䅮', '䢢', '𮠞', '䲝', '伧', '𰃷', '嵢', '炝', '牄', '𪺷', '玱', '篬', '螥', '謒', '𬬰', '鸧', '𠑐', '𠥐', '𣯙', '𤚬', '𤾙', '𥎄', '𥏲', '𥻲', '𦃹', '𬁸', '𧽜', '𨶆', '𩀞', '𩝞', '𩮩', '𪙎', '𪤇', '𪦔', '𪰻', '𫀞', '𬔎', '𬚤', '𬡧', '𰧕', '𱏗', '𱝷', '𱭟', '𲉝', '𲊶']}}]",254,创 疮 怆 刅 𬥳 𨜾,枪 抢 仓 舱 苍 呛 沧 跄 戗 䅮 䢢 𮠞 䲝 伧 𰃷 嵢 炝 牄 𪺷 玱 篬 螥 謒 𬬰 鸧 𠑐 𠥐 𣯙 𤚬 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨶆 𩀞 𩝞 𩮩 𪙎 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,6,54,0.1,254,创 疮 怆 刅 𬥳 𨜾,枪 抢 仓 舱 苍 呛 沧 跄 戗 䅮 䢢 𮠞 䲝 伧 𰃷 嵢 炝 牄 𪺷 玱 篬 螥 謒 𬬰 鸧 𠑐 𠥐 𣯙 𤚬 𤾙 𥎄 𥏲 𥻲 𦃹 𬁸 𧽜 𨶆 𩀞 𩝞 𩮩 𪙎 𪤇 𪦔 𪰻 𫀞 𬔎 𬚤 𬡧 𰧕 𱏗 𱝷 𱭟 𲉝 𲊶,6,54,0.1
chui,['1255'],倕 厜唾垂埵捶棰甀睡硾箠菙𰵶邮锤陲𡍮,"[{'1255': {'same': ['垂', '锤', '捶', '陲', '棰', '倕', '箠', '菙', '𡍮'], 'different': ['睡', '邮', '唾', '厜', '埵', '甀', '硾', '𰵶']}}]",1255,垂 锤 捶 陲 棰 倕 箠 菙 𡍮,睡 邮 唾 厜 埵 甀 硾 𰵶,9,8,0.5294117647058824,1255,垂 锤 捶 陲 棰 倕 箠 菙 𡍮,睡 邮 唾 厜 埵 甀 硾 𰵶,9,8,0.5294117647058824
chun,['1385'],㝄 㹠㼊䣩伅吨囤屯庉忳扽旾杶沌炖盹砘窀纯肫芚豘𰹸迍邨钝霕顿饨鲀黗𡗥𤵊𥫱𥸵𨳘𩂄𩖤𪌋𪎶,"[{'1385': {'same': ['纯', '㝄', '䣩', '旾', '杶', '𡗥'], 'different': ['顿', '钝', '炖', '吨', '盹', '沌', '囤', '屯', '饨', '鲀', '扽', '肫', '芚', '㹠', '㼊', '伅', '庉', '忳', '砘', '窀', '豘', '𰹸', '迍', '邨', '霕', '黗', '𤵊', '𥫱', '𥸵', '𨳘', '𩂄', '𩖤', '𪌋', '𪎶']}}]",1385,纯 㝄 䣩 旾 杶 𡗥,顿 钝 炖 吨 盹 沌 囤 屯 饨 鲀 扽 肫 芚 㹠 㼊 伅 庉 忳 砘 窀 豘 𰹸 迍 邨 霕 黗 𤵊 𥫱 𥸵 𨳘 𩂄 𩖤 𪌋 𪎶,6,34,0.15,1385,纯 㝄 䣩 旾 杶 𡗥,顿 钝 炖 吨 盹 沌 囤 屯 饨 鲀 扽 肫 芚 㹠 㼊 伅 庉 忳 砘 窀 豘 𰹸 迍 邨 霕 黗 𤵊 𥫱 𥸵 𨳘 𩂄 𩖤 𪌋 𪎶,6,34,0.15
chuo,['108'],㦸 倬卓婥悼掉桌棹淖焯绰繛罩踔,"[{'108': {'same': ['绰', '婥', '繛', '踔'], 'different': ['掉', '桌', '罩', '卓', '悼', '淖', '倬', '㦸', '棹', '焯']}}]",108,绰 婥 繛 踔,掉 桌 罩 卓 悼 淖 倬 㦸 棹 焯,4,10,0.2857142857142857,108,绰 婥 繛 踔,掉 桌 罩 卓 悼 淖 倬 㦸 棹 焯,4,10,0.2857142857142857
